,Item,order,response1,response2,response3,trialnumber,userCode,condition,verb,r1,r2,c1,c2
1,1,undefined,FAUX,Enregistrement 1,4,17,OLT28,NC,aimer,FAUX,Enregistrement 1,1,1
2,1,undefined,FAUX,Enregistrement 1,3,25,UUA3,NC,aimer,FAUX,Enregistrement 1,1,1
3,1,undefined,FAUX,Enregistrement 1,4,21,EQH1,NC,aimer,FAUX,Enregistrement 1,1,1
4,1,undefined,FAUX,Enregistrement 2,2,25,AEX2,NC,aimer,FAUX,Enregistrement 1,1,0
5,1,undefined,FAUX,Enregistrement 1,5,29,WXS7,NC,aimer,FAUX,Enregistrement 1,1,1
6,1,undefined,FAUX,Enregistrement 2,2,29,XHJ4,NC,aimer,FAUX,Enregistrement 1,1,0
7,1,undefined,FAUX,Enregistrement 1,5,33,LVE32,NC,aimer,FAUX,Enregistrement 1,1,1
8,1,undefined,FAUX,Enregistrement 2,4,25,TVY31,NC,aimer,FAUX,Enregistrement 1,1,0
9,1,undefined,FAUX,Enregistrement 1,3,21,ZBB23,NC,aimer,FAUX,Enregistrement 1,1,1
10,1,undefined,VRAI,Enregistrement 2,3,17,CCU15,NC,aimer,FAUX,Enregistrement 1,0,0
11,1,undefined,FAUX,Enregistrement 2,3,33,BSW19,NC,aimer,FAUX,Enregistrement 1,1,0
12,1,undefined,FAUX,Enregistrement 1,3,25,NLP40,NC,aimer,FAUX,Enregistrement 1,1,1
13,1,undefined,VRAI,Enregistrement 2,5,33,IEI16,NC,aimer,FAUX,Enregistrement 1,0,0
14,1,undefined,FAUX,Enregistrement 1,3,9,NNH5,NC,aimer,FAUX,Enregistrement 1,1,1
15,1,undefined,FAUX,Enregistrement 1,5,21,TAO36,NC,aimer,FAUX,Enregistrement 1,1,1
16,1,undefined,FAUX,Enregistrement 2,2,21,VBJ34,NC,aimer,FAUX,Enregistrement 1,1,0
17,1,undefined,FAUX,Enregistrement 2,5,17,GZM25,NC,aimer,FAUX,Enregistrement 1,1,0
18,1,undefined,FAUX,Enregistrement 1,4,17,IED39,NC,aimer,FAUX,Enregistrement 1,1,1
19,1,undefined,FAUX,Enregistrement 1,5,33,QCG14,NC,aimer,FAUX,Enregistrement 1,1,1
20,1,undefined,FAUX,Enregistrement 2,4,9,FCP17,NC,aimer,FAUX,Enregistrement 1,1,0
21,1,undefined,FAUX,Enregistrement 1,3,13,BIL13,NC,aimer,FAUX,Enregistrement 1,1,1
22,1,undefined,FAUX,Enregistrement 1,5,13,BJT30,NC,aimer,FAUX,Enregistrement 1,1,1
23,10,undefined,VRAI,Enregistrement 1,4,21,ZXY5,NC,dire,VRAI,Enregistrement 1,1,1
24,10,undefined,VRAI,Enregistrement 1,1,9,JLR1,NC,dire,VRAI,Enregistrement 1,1,1
25,10,undefined,VRAI,Enregistrement 1,5,13,YUF17,NC,dire,VRAI,Enregistrement 1,1,1
26,10,undefined,FAUX,Enregistrement 1,5,25,IND9,NC,dire,VRAI,Enregistrement 1,0,1
27,10,undefined,VRAI,Enregistrement 2,3,9,LYB6,NC,dire,VRAI,Enregistrement 1,1,0
28,10,undefined,VRAI,Enregistrement 1,3,13,ABY16,NC,dire,VRAI,Enregistrement 1,1,1
29,10,undefined,VRAI,Enregistrement 2,5,25,NCR14,NC,dire,VRAI,Enregistrement 1,1,0
30,10,undefined,FAUX,Enregistrement 1,4,21,BDC12,NC,dire,VRAI,Enregistrement 1,0,1
31,10,undefined,VRAI,Enregistrement 2,1,9,QNS18,NC,dire,VRAI,Enregistrement 1,1,0
32,10,undefined,FAUX,Enregistrement 2,2,33,CFJ15,NC,dire,VRAI,Enregistrement 1,0,0
33,10,undefined,VRAI,Enregistrement 2,5,17,ZYC8,NC,dire,VRAI,Enregistrement 1,1,0
34,11,undefined,VRAI,Enregistrement 1,4,29,ZXY5,NC,faire,VRAI,Enregistrement 1,1,1
35,11,undefined,VRAI,Enregistrement 2,3,13,WPX3,NC,faire,VRAI,Enregistrement 1,1,0
36,11,undefined,VRAI,Enregistrement 2,5,13,ZYC8,NC,faire,VRAI,Enregistrement 1,1,0
37,11,undefined,VRAI,Enregistrement 2,3,9,BDC12,NC,faire,VRAI,Enregistrement 1,1,0
38,11,undefined,VRAI,Enregistrement 2,5,25,CFJ15,NC,faire,VRAI,Enregistrement 1,1,0
39,11,undefined,VRAI,Enregistrement 2,1,33,QNS18,NC,faire,VRAI,Enregistrement 1,1,0
40,11,undefined,VRAI,Enregistrement 1,4,9,IND9,NC,faire,VRAI,Enregistrement 1,1,1
41,11,undefined,VRAI,Enregistrement 1,3,13,JLR1,NC,faire,VRAI,Enregistrement 1,1,1
42,11,undefined,VRAI,Enregistrement 2,3,25,ABY16,NC,faire,VRAI,Enregistrement 1,1,0
43,11,undefined,VRAI,Enregistrement 2,5,33,NCR14,NC,faire,VRAI,Enregistrement 1,1,0
44,12,undefined,VRAI,Enregistrement 1,4,9,YUF17,NC,lire,FAUX,Enregistrement 1,0,1
45,12,undefined,VRAI,Enregistrement 2,3,21,ABY16,NC,lire,FAUX,Enregistrement 1,0,0
46,12,undefined,FAUX,Enregistrement 1,5,13,BDC12,NC,lire,FAUX,Enregistrement 1,1,1
47,12,undefined,FAUX,Enregistrement 1,5,25,ZXY5,NC,lire,FAUX,Enregistrement 1,1,1
48,12,undefined,FAUX,Enregistrement 2,2,33,JLR1,NC,lire,FAUX,Enregistrement 1,1,0
49,12,undefined,FAUX,Enregistrement 1,5,13,NCR14,NC,lire,FAUX,Enregistrement 1,1,1
50,12,undefined,VRAI,Enregistrement 1,5,13,IND9,NC,lire,FAUX,Enregistrement 1,0,1
51,12,undefined,FAUX,Enregistrement 1,4,9,CFJ15,NC,lire,FAUX,Enregistrement 1,1,1
52,12,undefined,FAUX,Enregistrement 2,3,21,QNS18,NC,lire,FAUX,Enregistrement 1,1,0
53,12,undefined,FAUX,Enregistrement 1,3,21,ZYC8,NC,lire,FAUX,Enregistrement 1,1,1
54,13,undefined,VRAI,Enregistrement 2,5,29,ZYC8,NC,manger,VRAI,Enregistrement 1,1,0
55,13,undefined,VRAI,Enregistrement 2,4,21,JLR1,NC,manger,VRAI,Enregistrement 1,1,0
56,13,undefined,VRAI,Enregistrement 1,1,29,QNS18,NC,manger,VRAI,Enregistrement 1,1,1
57,13,undefined,FAUX,Enregistrement 2,4,29,ABY16,NC,manger,VRAI,Enregistrement 1,0,0
58,13,undefined,VRAI,Enregistrement 1,5,29,IND9,NC,manger,VRAI,Enregistrement 1,1,1
59,13,undefined,VRAI,Enregistrement 2,5,17,CFJ15,NC,manger,VRAI,Enregistrement 1,1,0
60,13,undefined,FAUX,Enregistrement 2,5,29,NCR14,NC,manger,VRAI,Enregistrement 1,0,0
61,13,undefined,VRAI,Enregistrement 2,4,33,ZXY5,NC,manger,VRAI,Enregistrement 1,1,0
62,13,undefined,FAUX,Enregistrement 1,5,29,BDC12,NC,manger,VRAI,Enregistrement 1,0,1
63,14,undefined,FAUX,Enregistrement 2,5,33,ZYC8,NC,voir,FAUX,Enregistrement 1,1,0
64,14,undefined,FAUX,Enregistrement 2,2,29,JLR1,NC,voir,FAUX,Enregistrement 1,1,0
65,14,undefined,VRAI,Enregistrement 1,1,17,QNS18,NC,voir,FAUX,Enregistrement 1,0,1
66,14,undefined,FAUX,Enregistrement 2,5,9,NCR14,NC,voir,FAUX,Enregistrement 1,1,0
67,14,undefined,VRAI,Enregistrement 1,5,21,CFJ15,NC,voir,FAUX,Enregistrement 1,0,1
68,14,undefined,FAUX,Enregistrement 2,4,17,ABY16,NC,voir,FAUX,Enregistrement 1,1,0
69,14,undefined,FAUX,Enregistrement 1,5,21,IND9,NC,voir,FAUX,Enregistrement 1,1,1
70,14,undefined,FAUX,Enregistrement 1,3,9,WPX3,NC,voir,FAUX,Enregistrement 1,1,1
71,14,undefined,FAUX,Enregistrement 2,5,17,ZXY5,NC,voir,FAUX,Enregistrement 1,1,0
72,14,undefined,FAUX,Enregistrement 2,5,33,BDC12,NC,voir,FAUX,Enregistrement 1,1,0
73,15,undefined,VRAI,Enregistrement 2,2,19,CCU15,DN,aimer,VRAI,Enregistrement 2,1,1
74,15,undefined,VRAI,Enregistrement 1,5,19,LVE32,DN,aimer,VRAI,Enregistrement 2,1,0
75,15,undefined,VRAI,Enregistrement 1,4,23,BSW19,DN,aimer,VRAI,Enregistrement 2,1,0
76,15,undefined,FAUX,Enregistrement 1,1,11,XHJ4,DN,aimer,VRAI,Enregistrement 2,0,0
77,15,undefined,VRAI,Enregistrement 1,3,27,WXS7,DN,aimer,VRAI,Enregistrement 2,1,0
78,15,undefined,VRAI,Enregistrement 2,3,23,EQH1,DN,aimer,VRAI,Enregistrement 2,1,1
79,15,undefined,VRAI,Enregistrement 2,5,15,UUA3,DN,aimer,VRAI,Enregistrement 2,1,1
80,15,undefined,FAUX,Enregistrement 2,5,11,TAO36,DN,aimer,VRAI,Enregistrement 2,0,1
81,15,undefined,VRAI,Enregistrement 2,3,19,TVY31,DN,aimer,VRAI,Enregistrement 2,1,1
82,15,undefined,FAUX,Enregistrement 1,2,15,IED39,DN,aimer,VRAI,Enregistrement 2,0,0
83,15,undefined,VRAI,Enregistrement 1,2,23,BIL13,DN,aimer,VRAI,Enregistrement 2,1,0
84,15,undefined,VRAI,Enregistrement 1,3,11,WZJ26,DN,aimer,VRAI,Enregistrement 2,1,0
85,15,undefined,FAUX,Enregistrement 2,4,27,NLP40,DN,aimer,VRAI,Enregistrement 2,0,1
86,15,undefined,VRAI,Enregistrement 1,5,19,GZM25,DN,aimer,VRAI,Enregistrement 2,1,0
87,15,undefined,VRAI,Enregistrement 2,4,11,IEI16,DN,aimer,VRAI,Enregistrement 2,1,1
88,15,undefined,VRAI,Enregistrement 2,5,35,BJT30,DN,aimer,VRAI,Enregistrement 2,1,1
89,15,undefined,VRAI,Enregistrement 2,3,35,VBJ34,DN,aimer,VRAI,Enregistrement 2,1,1
90,15,undefined,VRAI,Enregistrement 2,1,27,ZBB23,DN,aimer,VRAI,Enregistrement 2,1,1
91,15,undefined,FAUX,Enregistrement 1,3,27,QCG14,DN,aimer,VRAI,Enregistrement 2,0,0
92,16,undefined,FAUX,Enregistrement 2,5,35,TVY31,DN,boire,FAUX,Enregistrement 2,1,1
93,16,undefined,FAUX,Enregistrement 2,1,15,CCU15,DN,boire,FAUX,Enregistrement 2,1,1
94,16,undefined,FAUX,Enregistrement 1,4,19,BIL13,DN,boire,FAUX,Enregistrement 2,1,0
95,16,undefined,VRAI,Enregistrement 2,4,23,NLP40,DN,boire,FAUX,Enregistrement 2,0,1
96,16,undefined,FAUX,Enregistrement 2,4,31,UUA3,DN,boire,FAUX,Enregistrement 2,1,1
97,16,undefined,FAUX,Enregistrement 1,2,19,WXS7,DN,boire,FAUX,Enregistrement 2,1,0
98,16,undefined,FAUX,Enregistrement 2,4,35,EQH1,DN,boire,FAUX,Enregistrement 2,1,1
99,16,undefined,FAUX,Enregistrement 2,5,15,GZM25,DN,boire,FAUX,Enregistrement 2,1,1
100,16,undefined,FAUX,Enregistrement 2,5,19,IEI16,DN,boire,FAUX,Enregistrement 2,1,1
101,16,undefined,FAUX,Enregistrement 2,5,19,BJT30,DN,boire,FAUX,Enregistrement 2,1,1
102,16,undefined,FAUX,Enregistrement 2,1,23,LVE32,DN,boire,FAUX,Enregistrement 2,1,1
103,16,undefined,FAUX,Enregistrement 2,5,19,VBJ34,DN,boire,FAUX,Enregistrement 2,1,1
104,16,undefined,FAUX,Enregistrement 2,2,15,XHJ4,DN,boire,FAUX,Enregistrement 2,1,1
105,16,undefined,FAUX,Enregistrement 2,2,19,BSW19,DN,boire,FAUX,Enregistrement 2,1,1
106,16,undefined,FAUX,Enregistrement 2,5,19,QCG14,DN,boire,FAUX,Enregistrement 2,1,1
107,16,undefined,FAUX,Enregistrement 2,5,31,TAO36,DN,boire,FAUX,Enregistrement 2,1,1
108,16,undefined,FAUX,Enregistrement 2,5,15,ZBB23,DN,boire,FAUX,Enregistrement 2,1,1
109,17,undefined,VRAI,Enregistrement 2,2,15,BSW19,DN,dire,VRAI,Enregistrement 2,1,1
110,17,undefined,FAUX,Enregistrement 2,5,11,OLT28,DN,dire,VRAI,Enregistrement 2,0,1
111,17,undefined,VRAI,Enregistrement 1,1,19,IED39,DN,dire,VRAI,Enregistrement 2,1,0
112,17,undefined,FAUX,Enregistrement 1,3,23,VBJ34,DN,dire,VRAI,Enregistrement 2,0,0
113,17,undefined,VRAI,Enregistrement 2,5,15,TAO36,DN,dire,VRAI,Enregistrement 2,1,1
114,17,undefined,FAUX,Enregistrement 1,3,31,BJT30,DN,dire,VRAI,Enregistrement 2,0,0
115,17,undefined,VRAI,Enregistrement 2,3,11,NCP30,DN,dire,VRAI,Enregistrement 2,1,1
116,17,undefined,VRAI,Enregistrement 2,3,35,CCU15,DN,dire,VRAI,Enregistrement 2,1,1
117,17,undefined,FAUX,Enregistrement 2,4,15,NLP40,DN,dire,VRAI,Enregistrement 2,0,1
118,17,undefined,FAUX,Enregistrement 1,4,15,WXS7,DN,dire,VRAI,Enregistrement 2,0,0
119,17,undefined,FAUX,Enregistrement 1,3,11,FCP17,DN,dire,VRAI,Enregistrement 2,0,0
120,17,undefined,FAUX,Enregistrement 1,1,19,AEX2,DN,dire,VRAI,Enregistrement 2,0,0
121,17,undefined,VRAI,Enregistrement 2,1,11,TVY31,DN,dire,VRAI,Enregistrement 2,1,1
122,17,undefined,VRAI,Enregistrement 1,1,27,LVE32,DN,dire,VRAI,Enregistrement 2,1,0
123,17,undefined,VRAI,Enregistrement 2,1,35,UUA3,DN,dire,VRAI,Enregistrement 2,1,1
124,17,undefined,FAUX,Enregistrement 2,5,35,IEI16,DN,dire,VRAI,Enregistrement 2,0,1
125,17,undefined,FAUX,Enregistrement 1,1,31,XHJ4,DN,dire,VRAI,Enregistrement 2,0,0
126,17,undefined,FAUX,Enregistrement 2,5,31,QCG14,DN,dire,VRAI,Enregistrement 2,0,1
127,17,undefined,FAUX,Enregistrement 1,3,11,ZBB23,DN,dire,VRAI,Enregistrement 2,0,0
128,17,undefined,VRAI,Enregistrement 1,2,31,EQH1,DN,dire,VRAI,Enregistrement 2,1,0
129,18,undefined,VRAI,Enregistrement 1,3,11,GZM25,DN,faire,FAUX,Enregistrement 2,0,0
130,18,undefined,VRAI,Enregistrement 1,5,23,QCG14,DN,faire,FAUX,Enregistrement 2,0,0
131,18,undefined,VRAI,Enregistrement 1,1,11,IED39,DN,faire,FAUX,Enregistrement 2,0,0
132,18,undefined,VRAI,Enregistrement 1,2,31,CCU15,DN,faire,FAUX,Enregistrement 2,0,0
133,18,undefined,VRAI,Enregistrement 1,2,19,XHJ4,DN,faire,FAUX,Enregistrement 2,0,0
134,18,undefined,VRAI,Enregistrement 1,4,15,TVY31,DN,faire,FAUX,Enregistrement 2,0,0
135,18,undefined,VRAI,Enregistrement 1,3,35,NLP40,DN,faire,FAUX,Enregistrement 2,0,0
136,18,undefined,VRAI,Enregistrement 1,2,11,AEX2,DN,faire,FAUX,Enregistrement 2,0,0
137,18,undefined,VRAI,Enregistrement 2,4,19,OLT28,DN,faire,FAUX,Enregistrement 2,0,1
138,18,undefined,FAUX,Enregistrement 2,3,27,EQH1,DN,faire,FAUX,Enregistrement 2,1,1
139,18,undefined,VRAI,Enregistrement 1,2,27,UUA3,DN,faire,FAUX,Enregistrement 2,0,0
140,18,undefined,VRAI,Enregistrement 1,3,19,ZBB23,DN,faire,FAUX,Enregistrement 2,0,0
141,18,undefined,FAUX,Enregistrement 2,5,23,TAO36,DN,faire,FAUX,Enregistrement 2,1,1
142,18,undefined,FAUX,Enregistrement 1,2,35,BSW19,DN,faire,FAUX,Enregistrement 2,1,0
143,18,undefined,VRAI,Enregistrement 2,1,31,VBJ34,DN,faire,FAUX,Enregistrement 2,0,1
144,18,undefined,VRAI,Enregistrement 1,5,11,BJT30,DN,faire,FAUX,Enregistrement 2,0,0
145,18,undefined,VRAI,Enregistrement 2,2,11,LVE32,DN,faire,FAUX,Enregistrement 2,0,1
146,18,undefined,VRAI,Enregistrement 2,5,31,IEI16,DN,faire,FAUX,Enregistrement 2,0,1
147,18,undefined,VRAI,Enregistrement 2,3,11,OJD8,DN,faire,FAUX,Enregistrement 2,0,1
148,18,undefined,VRAI,Enregistrement 1,3,35,WXS7,DN,faire,FAUX,Enregistrement 2,0,0
149,19,undefined,FAUX,Enregistrement 1,3,11,WXS7,DN,lire,VRAI,Enregistrement 2,0,0
150,19,undefined,VRAI,Enregistrement 2,4,35,XHJ4,DN,lire,VRAI,Enregistrement 2,1,1
151,19,undefined,VRAI,Enregistrement 2,2,35,ZBB23,DN,lire,VRAI,Enregistrement 2,1,1
152,19,undefined,FAUX,Enregistrement 2,4,11,REA6,DN,lire,VRAI,Enregistrement 2,0,1
153,19,undefined,FAUX,Enregistrement 2,5,15,QCG14,DN,lire,VRAI,Enregistrement 2,0,1
154,19,undefined,FAUX,Enregistrement 1,4,27,BJT30,DN,lire,VRAI,Enregistrement 2,0,0
155,19,undefined,VRAI,Enregistrement 2,4,31,LVE32,DN,lire,VRAI,Enregistrement 2,1,1
156,19,undefined,VRAI,Enregistrement 1,2,27,TVY31,DN,lire,VRAI,Enregistrement 2,1,0
157,19,undefined,VRAI,Enregistrement 1,4,23,CCU15,DN,lire,VRAI,Enregistrement 2,1,0
158,19,undefined,VRAI,Enregistrement 2,4,11,BIL13,DN,lire,VRAI,Enregistrement 2,1,1
159,19,undefined,FAUX,Enregistrement 2,5,23,OLT28,DN,lire,VRAI,Enregistrement 2,0,1
160,19,undefined,FAUX,Enregistrement 2,5,15,IEI16,DN,lire,VRAI,Enregistrement 2,0,1
161,19,undefined,FAUX,Enregistrement 2,2,15,AEX2,DN,lire,VRAI,Enregistrement 2,0,1
162,19,undefined,VRAI,Enregistrement 1,3,15,VBJ34,DN,lire,VRAI,Enregistrement 2,1,0
163,19,undefined,VRAI,Enregistrement 2,5,35,TAO36,DN,lire,VRAI,Enregistrement 2,1,1
164,19,undefined,VRAI,Enregistrement 1,1,11,UUA3,DN,lire,VRAI,Enregistrement 2,1,0
165,19,undefined,VRAI,Enregistrement 2,4,11,EQH1,DN,lire,VRAI,Enregistrement 2,1,1
166,19,undefined,FAUX,Enregistrement 2,2,11,HYE38,DN,lire,VRAI,Enregistrement 2,0,1
167,19,undefined,FAUX,Enregistrement 2,3,11,BSW19,DN,lire,VRAI,Enregistrement 2,0,1
168,19,undefined,FAUX,Enregistrement 1,5,11,NLP40,DN,lire,VRAI,Enregistrement 2,0,0
169,2,undefined,VRAI,Enregistrement 1,4,9,BIL13,NC,boire,VRAI,Enregistrement 1,1,1
170,2,undefined,VRAI,Enregistrement 1,5,21,GZM25,NC,boire,VRAI,Enregistrement 1,1,1
171,2,undefined,VRAI,Enregistrement 1,3,9,BSW19,NC,boire,VRAI,Enregistrement 1,1,1
172,2,undefined,VRAI,Enregistrement 1,3,29,UUA3,NC,boire,VRAI,Enregistrement 1,1,1
173,2,undefined,VRAI,Enregistrement 2,4,29,NLP40,NC,boire,VRAI,Enregistrement 1,1,0
174,2,undefined,VRAI,Enregistrement 2,4,9,HYE38,NC,boire,VRAI,Enregistrement 1,1,0
175,2,undefined,VRAI,Enregistrement 2,5,9,QCG14,NC,boire,VRAI,Enregistrement 1,1,0
176,2,undefined,VRAI,Enregistrement 2,3,9,ZBB23,NC,boire,VRAI,Enregistrement 1,1,0
177,2,undefined,VRAI,Enregistrement 1,4,33,WXS7,NC,boire,VRAI,Enregistrement 1,1,1
178,2,undefined,VRAI,Enregistrement 1,4,9,TVY31,NC,boire,VRAI,Enregistrement 1,1,1
179,2,undefined,VRAI,Enregistrement 1,5,13,XHJ4,NC,boire,VRAI,Enregistrement 1,1,1
180,2,undefined,VRAI,Enregistrement 2,4,9,CCU15,NC,boire,VRAI,Enregistrement 1,1,0
181,2,undefined,VRAI,Enregistrement 2,5,13,IEI16,NC,boire,VRAI,Enregistrement 1,1,0
182,2,undefined,VRAI,Enregistrement 1,5,9,BJT30,NC,boire,VRAI,Enregistrement 1,1,1
183,2,undefined,VRAI,Enregistrement 1,5,9,ASB20,NC,boire,VRAI,Enregistrement 1,1,1
184,2,undefined,VRAI,Enregistrement 1,4,25,EQH1,NC,boire,VRAI,Enregistrement 1,1,1
185,2,undefined,VRAI,Enregistrement 1,5,9,LVE32,NC,boire,VRAI,Enregistrement 1,1,1
186,2,undefined,VRAI,Enregistrement 1,5,29,TAO36,NC,boire,VRAI,Enregistrement 1,1,1
187,2,undefined,VRAI,Enregistrement 1,5,17,VBJ34,NC,boire,VRAI,Enregistrement 1,1,1
188,20,undefined,FAUX,Enregistrement 2,3,11,CCU15,DN,manger,FAUX,Enregistrement 2,1,1
189,20,undefined,FAUX,Enregistrement 1,5,11,QCG14,DN,manger,FAUX,Enregistrement 2,1,0
190,20,undefined,FAUX,Enregistrement 2,4,23,UUA3,DN,manger,FAUX,Enregistrement 2,1,1
191,20,undefined,FAUX,Enregistrement 1,2,15,LVE32,DN,manger,FAUX,Enregistrement 2,1,0
192,20,undefined,VRAI,Enregistrement 2,4,31,NLP40,DN,manger,FAUX,Enregistrement 2,0,1
193,20,undefined,FAUX,Enregistrement 1,4,23,WXS7,DN,manger,FAUX,Enregistrement 2,1,0
194,20,undefined,FAUX,Enregistrement 1,3,31,BSW19,DN,manger,FAUX,Enregistrement 2,1,0
195,20,undefined,FAUX,Enregistrement 1,2,27,BIL13,DN,manger,FAUX,Enregistrement 2,1,0
196,20,undefined,FAUX,Enregistrement 2,4,31,TVY31,DN,manger,FAUX,Enregistrement 2,1,1
197,20,undefined,FAUX,Enregistrement 2,5,11,VBJ34,DN,manger,FAUX,Enregistrement 2,1,1
198,20,undefined,FAUX,Enregistrement 1,2,15,EQH1,DN,manger,FAUX,Enregistrement 2,1,0
199,20,undefined,FAUX,Enregistrement 2,3,31,ZBB23,DN,manger,FAUX,Enregistrement 2,1,1
200,20,undefined,FAUX,Enregistrement 1,1,27,IEI16,DN,manger,FAUX,Enregistrement 2,1,0
201,20,undefined,FAUX,Enregistrement 2,2,23,AEX2,DN,manger,FAUX,Enregistrement 2,1,1
202,20,undefined,FAUX,Enregistrement 1,5,15,BJT30,DN,manger,FAUX,Enregistrement 2,1,0
203,20,undefined,VRAI,Enregistrement 1,1,27,XHJ4,DN,manger,FAUX,Enregistrement 2,0,0
